"countrycode","year","timeperiod","logprivatecredit","inflation","logtrade","logschooling","growthingini","growthgdppercapita","loginitialgini","span","loginitialgdppercapita","growthlowestincomeshare","loginitiallowestincomeshare"
"IND",1977,4,-1.56838703155518,8.89603614807129,2.67441010475159,1.18601298332214,-0.00340520008467138,0.0210234001278877,3.47010111808777,6,7.04024696350098,0.00194939994253218,2.14006996154785
"IND",1983,5,-1.3983119726181,7.96301317214966,2.59929800033569,1.29088401794434,-0.00217120000161231,0.0372803993523121,3.44967007637024,5,7.16638803482056,0.00909250043332577,2.15176010131836
"IND",1988,6,-1.4429190158844,9.88849639892578,2.82185792922974,1.4117180109024,0.00236160005442798,0.0258039999753237,3.43881392478943,5,7.35278987884522,-0.0022346000187099,2.19723010063171
"IND",1993,7,-1.48970699310303,7.65982723236084,3.12000799179077,1.50917494297028,0.0221494007855654,0.0511979013681412,3.45062208175659,6,7.48181009292602,-0.0250065997242928,2.1860499382019
"IRL",1973,1,-0.76092118024826,14.336480140686,4.57467794418335,1.95939004421234,-0.0116902999579906,0.0305349994450808,3.65558099746704,7,8.99283218383789,0.00294560007750988,1.56861996650696
"IRL",1980,2,-0.518216192722321,9.79387283325195,4.65635299682617,2.00928711891174,-0.00427079992368817,0.0185321997851133,3.57374906539917,7,9.20657730102539,0.000872000004164874,1.58923995494843
"IRL",1987,3,-0.46303328871727,2.715008020401,4.74350690841675,2.17236304283142,0.00841759983450174,0.0469481982290745,3.5438539981842,7,9.33630275726318,0.0506924986839294,1.59534001350403
"IRL",1994,4,-0.287445813417435,3.51041388511658,4.99805498123169,2.20618391036987,-0.0305578000843525,0.0836675986647606,3.60277700424194,5,9.66493988037109,0.0258510001003742,1.95018994808197
"IRN",1969,1,-1.20649898052216,16.2625999450684,3.81117510795593,0.47436910867691,0.00160419999156147,-0.00398240005597472,3.73480796813965,15,8.40408611297607,-0.00289150001481175,1.65687000751495
"IRN",1984,2,-1.3131320476532,21.4865303039551,3.42613291740418,1.21580302715302,0.00180840003304183,0.0196518003940582,3.75887203216553,14,8.34435081481934,0.00112459994852543,1.61349999904633
"ISR",1992,1,-0.504723072052002,11.4027004241943,4.33301019668579,2.24654388427734,0.0134418001398444,0.0272860992699862,3.57037711143494,5,9.57589054107666,-0.0241103004664183,1.93537998199463
"ITA",1974,1,-0.433616787195206,17.1053504943848,3.79531288146973,1.73200905323029,-0.019506499171257,0.0246334001421928,3.71357202529907,5,9.47348690032959,0.0647573992609978,1.62924003601074
"ITA",1979,2,-0.676369786262512,16.678840637207,3.82817196846008,1.77410399913788,-0.0229994002729654,0.0156587995588779,3.61603999137878,5,9.59665393829346,0.0302213001996279,1.95302999019623
"ITA",1984,3,-0.711921393871307,7.95433187484741,3.70426988601685,1.81807696819305,-0.00248900009319186,0.034613598138094,3.50104308128357,5,9.67494773864746,0.00362550001591444,2.10413002967834
"ITA",1989,4,-0.568166375160217,5.60571193695068,3.7231810092926,1.86964595317841,0.0167436003684998,0.0116662997752428,3.48859810829163,6,9.84801578521728,-0.049618698656559,2.12226009368896
"ITA",1995,5,-0.511362791061401,3.19492506980896,3.90978002548218,1.9238109588623,0,0.0141487000510097,3.58905911445618,5,9.91801357269287,-0.00325209996663034,1.82455003261566
"JAM",1958,1,-1.72368800640106,4.64612197875977,4.30955410003662,0.932164072990418,-0.0211171992123127,0.0357556007802486,3.99470806121826,13,7.82405805587768,0.0103698996827006,1.54755997657776
"JAM",1971,2,-1.32643496990204,17.3499298095703,4.47190380096436,1.32255601882935,0.0026312000118196,-0.0041108001023531,3.7201840877533,17,8.28888034820557,0.000345700012985617,1.68236994743347
"JAM",1988,3,-1.28146803379059,33.6192398071289,4.63389301300049,1.55688095092773,-0.0258871000260115,0.00243299989961088,3.76491403579712,5,8.21899700164795,0.0463220998644829,1.68824994564056
"JAM",1993,4,-1.45181596279144,23.4321994781494,4.60974407196045,1.61323094367981,0.0769001990556717,0.000243200003751554,3.63547897338867,5,8.23116207122803,-0.0306835994124413,1.91986000537872
"JOR",1980,1,-0.601170718669891,4.50926685333252,4.76543807983398,1.45395302772522,-0.0205830000340939,0.0208854991942644,3.7086820602417,6,8.30685710906982,0.0376496985554695,1.75785994529724
"JOR",1986,2,-0.401677995920181,6.87861013412476,4.78910398483276,1.78271901607513,0.0240120999515057,-0.0665533021092415,3.58518409729004,5,8.4321699142456,-0.0233159996569157,1.98375999927521
"JOR",1991,3,-0.402027487754822,3.78852605819702,4.85552406311035,1.86733102798462,-0.0183544997125864,0.0268048997968435,3.70524501800537,6,8.09940338134766,0.0259492006152868,1.86717998981476
"JPN",1962,1,-0.301316887140274,5.20123910903931,2.96103405952454,2.02643609046936,-0.0116215003654361,0.0831163004040718,3.61630892753601,5,8.61128425598144,0.0166762992739677,1.74919998645782
"JPN",1967,2,-0.0926650017499924,5.33456897735596,2.97026300430298,2.00875091552734,-0.00992900040000677,0.0843522995710373,3.55820107460022,5,9.02686595916748,0.00845860037952662,1.8325799703598
"JPN",1972,3,0.214944407343864,10.1757202148438,3.16856908798218,2.05117106437683,0.00178839999716729,0.019598800688982,3.50855588912964,5,9.44862747192383,-0.00559910014271736,1.8748699426651
"JPN",1977,4,0.243249699473381,4.35240793228149,3.242427110672,2.14077210426331,0.00642389990389347,0.0306030008941889,3.51749801635742,5,9.54662132263184,-0.014385299757123,1.84687995910645
"JPN",1982,5,0.424165487289429,1.87935698032379,3.1091639995575,2.16802501678467,0.0110552003607154,0.0369555987417698,3.54961705207825,7,9.69963645935059,0.00802669953554869,1.77495002746582
"JPN",1989,6,0.657064974308014,1.65069198608398,2.88059210777283,2.19321703910828,-0.0699717998504639,0.0172710008919239,3.62700390815735,5,9.95832538604736,0.0805611982941628,1.83114004135132
"KEN",1992,1,-1.13485705852509,21.0427303314209,4.13273191452026,1.3882919549942,-0.0401381999254227,0.00304149999283254,3.99618005752564,5,7.14873886108398,0.100387297570705,1.22082996368408
"KOR",1961,1,1.79769313486232e+308,10.2049503326416,3.30253410339356,1.68398904800415,-0.0415279008448124,0.0529147982597351,3.465735912323,5,7.34097194671631,0.0309714004397392,2.04237008094788
"KOR",1966,2,-0.893558502197266,15.5574598312378,3.58681392669678,1.5908670425415,0.0651400983333588,0.0729833990335464,3.25809597969055,5,7.60554599761963,-0.0446286983788013,2.19723010063171
"KOR",1971,3,-0.913659512996674,21.9047908782959,4.01819181442261,1.88722097873688,0.0164650995284319,0.0658231005072594,3.58379697799683,5,7.97046279907226,-0.0467230007052422,1.9740799665451
"KOR",1976,4,-0.795331418514252,19.0857906341553,4.183913230896,2.06787490844727,-0.0151620004326105,0.0463850982487202,3.66612195968628,6,8.29957866668701,0.0332855992019176,1.74047005176544
"KOR",1982,5,-0.39012810587883,6.0595178604126,4.20210123062134,2.16079092025757,-0.00990580022335052,0.0824808031320572,3.57515096664429,6,8.57788944244385,0.00999139994382858,1.94017994403839
"KOR",1988,6,-0.113607600331306,8.0830717086792,4.05045509338379,2.29696893692017,-0.0125751001760364,0.0592099986970425,3.51571607589722,5,9.07277393341064,0.00188560003880411,2.00012993812561
"KOR",1993,7,0.135240092873573,6.18820381164551,4.12033414840698,2.35716795921326,0.0326935984194279,0.0274899005889893,3.45284104347229,5,9.36882400512695,-0.0890230014920235,2.00956010818481
"LKA",1963,1,-2.34188508987427,3.28110694885254,4.17362213134766,1.40315103530884,-0.0314603000879288,0.0205739997327328,3.85014700889587,7,7.20678186416626,0.0626595988869667,1.49290001392364
"LKA",1970,2,-2.02081704139709,10.9078397750854,4.0982871055603,1.54671096801758,0.0158705990761518,0.0141695002093911,3.6299250125885,9,7.35080003738403,-0.0206451006233692,1.93151998519897
"LKA",1979,3,-1.71263003349304,15.1646299362183,4.29429817199707,1.72133696079254,-0.0487406998872757,0.0409107990562916,3.77276110649109,6,7.47832584381104,0.0615557990968227,1.74572002887726
"LKA",1985,4,-1.66433501243591,9.22596263885498,4.14934682846069,1.77070605754852,-0.0151583002880216,0.0212523993104696,3.48031711578369,5,7.72379112243652,0.0146492002531886,2.11505007743835
"LKA",1990,5,-2.05733609199524,11.5082397460938,4.30306386947632,1.80434703826904,0.0264736004173756,0.0395920984447002,3.4045250415802,5,7.83005285263062,-0.021271500736475,2.18829989433289
"LKA",1995,6,-1.34024798870087,8.28395843505859,4.39558982849121,1.86407995223999,0.114796102046967,0.0147233996540308,3.53689289093018,5,8.02801322937012,0.0263631008565426,2.0819399356842
"LSO",1986,1,-1.89731299877167,13.5936098098755,4.94307088851929,1.36736595630646,0.00481420010328293,-0.00354010006412864,4.02570915222168,7,7.22386503219604,-0.0135660003870726,1.05430996417999
"LSO",1993,2,-1.72186195850372,9.371506690979,4.91319513320923,1.40118300914764,0.00582269998267293,0.0219390001147985,4.05940818786621,6,7.19908380508423,-0.0355680994689465,0.959349989891052
"LUX",1985,1,0.0180204007774591,2.02925896644592,5.33849000930786,1.79769313486232e+308,-0.00134289998095483,0.0573852993547916,3.30055499076843,6,9.90517425537109,0.014155300334096,2.16904997825623
"LUX",1991,2,0.0627494007349014,3.23266506195068,5.31459522247314,1.79769313486232e+308,0.00936479959636927,0.0435459017753601,3.29249811172485,5,10.2494897842407,-0.0113522000610828,2.25398993492126
"LUX",1996,3,0.0146335996687412,2.60830807685852,5.52364301681519,1.79769313486232e+308,-0.0116822002455592,0.047292098402977,3.33932209014893,5,10.4672203063965,0.0210721008479595,2.19723010063171
"MAR",1984,1,-1.64493298530579,6.55791521072388,4.00747013092041,1.79769313486232e+308,4.26000005973037e-05,0.0248294994235039,3.66842198371887,6,8.02585983276367,-0.000253500009421259,1.8840399980545
"MDG",1960,1,-1.72520804405212,7.51337099075317,3.63648390769958,1.79769313486232e+308,-0.00616700015962124,-0.00657679978758097,3.97029209136963,20,7.12251901626587,0.0120214996859431,1.36098003387451
"MDG",1980,2,-1.77704095840454,16.6821594238281,3.61214208602905,1.79769313486232e+308,-0.00581309990957379,-0.0196468997746706,3.84695100784302,13,6.99098205566406,0.012695100158453,1.60141003131866
"MDG",1993,3,-2.23082590103149,20.3059997558594,3.92114090919495,1.79769313486232e+308,-0.00130959996022284,-0.00118030002340674,3.77138090133667,6,6.73557186126709,-0.0193102993071079,1.76644003391266
"MEX",1963,1,-1.34123694896698,2.81945896148682,2.80195188522339,1.0647109746933,0.00777480006217956,0.0439076982438564,4.01638317108154,5,8.35397911071777,-0.0502628982067108,1.28093004226685
"MEX",1968,2,-1.19605302810669,9.46237087249756,2.84220600128174,1.30399894714355,0.000494299980346113,0.0286726001650095,4.05525684356689,7,8.57351779937744,-0.0105868000537157,1.02962005138397
"MEX",1975,3,-1.73059594631195,37.0989418029785,3.12933707237244,1.36838495731354,-0.015017899684608,0.0187095999717712,4.05871677398682,9,8.77422618865967,0.0506084002554417,0.955510020256042
"MEX",1984,4,-2.26513409614563,78.0577087402344,3.47023701667786,1.64904296398163,0.0166826006025076,-0.0139950001612306,3.92355608940124,5,8.94261264801025,-0.049567200243473,1.41098999977112
"MEX",1989,5,-1.47453904151916,21.1656303405762,3.68311500549316,1.90493905544281,-0.00383300008252263,0.00095269997837022,4.00696897506714,6,8.87263774871826,0.0191668998450041,1.16314995288849
"MEX",1995,6,-1.49305999279022,21.4805297851562,4.12529993057251,1.94017899036407,-0.000858000013977289,0.0399727001786232,3.98397207260132,5,8.8783540725708,-0.0217541009187698,1.27814996242523
"MKD",1996,1,-1.56050503253937,3.79230999946594,4.53220701217651,1.79769313486232e+308,0.0134354000911117,0.0135866003111005,3.44137907028198,5,8.42753219604492,0.181200802326202,1.08519005775452
"MLI",1989,1,-2.1129310131073,6.36203384399414,3.95858502388,-0.406465590000153,0.0648773983120918,-0.0113896001130342,3.59758591651916,5,6.70462512969971,-0.0848260968923569,1.95018994808197
"MUS",1980,1,-1.51157200336456,8.82234573364258,4.62324619293213,1.65421998500824,-0.023752000182867,0.0399660989642143,3.82209801673889,6,8.65868282318115,-0.0301513001322746,1.95586001873016
"MUS",1986,2,-1.25087702274323,10.1506595611572,4.84519100189209,1.7175749540329,-0.0154163995757699,0.051901999861002,3.6795859336853,5,8.89847946166992,0.0254309996962547,1.77495002746582
"MYS",1970,1,-1.35167396068573,5.6741189956665,4.38299798965454,1.3599499464035,0.00971150025725365,0.0498384982347488,3.91202306747436,6,7.96676397323608,-0.0320620015263557,1.38628995418549
"MYS",1976,2,-0.771477103233337,6.4456090927124,4.61526298522949,1.62688505649567,-0.0123864002525806,0.0464189015328884,3.97029209136963,8,8.26579570770264,0.030145300552249,1.19392001628876
"MYS",1984,3,-0.170808300375938,1.50209999084473,4.7368369102478,1.70055794715881,0.00145300000440329,0.0162681993097067,3.8712010383606,5,8.63714694976807,0.0173228997737169,1.43508005142212
"MYS",1989,4,-0.131239593029022,3.68938708305359,5.07832813262939,1.79707896709442,0.000584999972488731,0.058857299387455,3.8784658908844,6,8.71848773956299,-0.00330769992433488,1.5217000246048
"NER",1960,1,-2.0197639465332,5.34332609176636,3.73313403129578,-1.32050704956055,0.00187289994210005,-0.0191306006163359,3.52636098861694,32,7.39286088943482,-0.00122560001909733,2.05412006378174
"NGA",1959,1,-2.41982293128967,12.4656896591187,3.52425408363342,1.79769313486232e+308,-0.0106346998363733,0.00618819985538721,3.93182611465454,26,6.77410984039307,-0.00580090004950762,1.94590997695923
"NGA",1985,2,-1.95138204097748,20.7657203674316,3.94905304908752,1.79769313486232e+308,0.0252232998609543,0.0058895000256598,3.65532302856445,6,6.93500185012817,-0.0681321024894714,1.79508996009827
"NGA",1991,3,-2.21188402175903,39.7757606506348,4.41001605987549,1.79769313486232e+308,0.0194163993000984,-0.0038801000919193,3.80666303634644,6,6.97033882141113,0.0143630001693964,1.38628995418549
"NIC",1993,1,-1.4772230386734,24.5526905059814,4.12119388580322,1.40805602073669,0.01967559941113,-0.0201283004134893,3.91800498962402,5,7.55261421203613,-0.0594133995473385,1.43508005142212
"NLD",1962,1,-0.689112484455109,7.14597320556641,4.47790384292603,1.71972596645355,-0.0295586995780468,0.0328064002096653,3.73766994476318,13,9.1748161315918,0.0570720992982388,1.38628995418549
"NLD",1975,2,-0.286093592643738,6.55724000930786,4.58742523193359,2.07881593704224,-0.0117071000859141,0.0127269001677632,3.35340690612793,6,9.60129928588867,0.0116838999092579,2.12823009490967
"NLD",1981,3,-0.0942464023828506,2.69996809959412,4.70990180969238,2.13853597640991,0.0214617997407913,0.0149010000750422,3.28316402435303,5,9.67766094207764,-0.0445731990039349,2.19833993911743
"NLD",1986,4,0.135571002960205,1.09324502944946,4.63841199874878,2.16882491111755,-0.00200049998238683,0.0282930005341768,3.39047288894653,5,9.75216579437256,-0.00821060035377741,1.97546994686127
"NLD",1991,5,0.32056000828743,2.09431195259094,4.65288686752319,2.21014094352722,0.00213530007749796,0.0157878994941711,3.38047099113464,5,9.89363098144531,-0.0285312999039888,1.93441998958588
"NLD",1996,6,0.274867385625839,2.6010000705719,4.77886390686035,2.23591089248657,-0.0281544998288155,0.0265615005046129,3.39114689826965,5,9.97257041931152,0.102165102958679,1.79175996780396
"NOR",1962,1,-0.406867295503616,3.90712904930115,4.2840747833252,1.81058096885681,-0.00804890040308237,0.0360274985432625,3.62487411499023,5,9.08572196960449,0.0232420992106199,1.59939002990723
"NOR",1967,2,-0.405706495046616,6.6023440361023,4.28992700576782,1.96864998340607,0.00652959989383817,0.0308682005852461,3.58463001251221,6,9.26585960388184,-0.0197055004537106,1.71560001373291
"NOR",1973,3,-0.18272989988327,7.88052701950073,4.3571400642395,2.02048707008362,-0.0308321993798018,0.0384794995188713,3.62380695343018,6,9.45106887817383,-0.0108014000579715,1.59737002849579
"NOR",1979,4,-0.265608012676239,9.01959228515625,4.35553979873657,2.09826302528381,-0.00375899998471141,0.0281978994607925,3.43881392478943,5,9.68194580078125,0.118180297315121,1.53255999088287
"NOR",1984,5,-0.100023597478867,4.48158597946167,4.2843132019043,2.21364498138428,0.0224997997283936,0.0178018994629383,3.42001891136169,5,9.82293510437012,-0.063033901154995,2.12346005439758
"NOR",1989,6,-0.046340998262167,2.26950788497925,4.26406383514404,2.44780993461609,-0.0483209006488323,0.0282250996679068,3.53251791000366,6,9.91194438934326,0.0790155977010727,1.80829000473022
"NOR",1995,7,-0.150963604450226,5.26056480407715,4.29042100906372,2.46001601219177,0.0135901002213359,0.024906700477004,3.24259209632874,5,10.0812997817993,-0.00370760005898774,2.28238010406494
"NPL",1977,1,-2.7073860168457,7.418212890625,3.3790340423584,-0.0943105965852737,-0.0810137987136841,0.0101145002990961,3.97029209136963,7,6.80658388137817,0.0976165980100632,1.52605998516083
"NPL",1984,2,-2.14900588989258,10.9665403366089,3.64450597763062,0.219135493040085,0.0231554005295038,0.0224989000707865,3.40319490432739,11,6.87738609313965,-0.0165945999324322,2.20936989784241
"NZL",1973,1,-1.299919962883,12.699239730835,3.97505211830139,2.42205500602722,0.0119487000629306,-0.0166421998292208,3.40286302566528,5,9.64254760742188,-0.00994930043816566,1.91691994667053
"NZL",1978,2,-1.16461503505707,13.2188901901245,4.07893896102905,2.4400839805603,0.0133383003994822,0.0172755997627974,3.46260595321655,5,9.55933666229248,-0.0111228004097939,1.86717998981476
"NZL",1983,3,-0.806368112564087,10.4323701858521,4.04061603546143,2.44234704971313,0.0117007000371814,0.0096957003697753,3.52929711341858,6,9.64571475982666,-0.00952639989554882,1.81156003475189
"NZL",1989,4,-0.164188101887703,2.30428504943848,4.04418516159058,2.42019009590149,0.0165547002106905,0.0102468999102712,3.5995020866394,6,9.70388889312744,-0.0059834998100996,1.75440001487732
"PAK",1964,1,-1.65554797649384,3.88350510597229,3.20196294784546,-0.010050299577415,-0.0382452011108398,0.0472944006323814,3.61091804504394,5,6.56934690475464,0.0686087980866432,1.8717999458313
"PAK",1969,2,-1.53782296180725,10.7715396881104,3.3411340713501,0.434376507997513,0.00559940002858639,0.0172959007322788,3.41969203948975,10,6.80581903457642,-0.00654119998216629,2.21484994888306
"PAK",1979,3,-1.53174304962158,7.7711329460144,3.53016400337219,0.724161207675934,0.000617699988652021,0.0494633987545967,3.47568607330322,6,6.97877788543701,-0.000778799992986023,2.1494300365448
"PAK",1985,4,-1.37119400501251,6.16662693023682,3.56406998634338,0.762673318386078,0.00481209997087717,0.0380446016788483,3.47939205169678,5,7.27555799484253,-0.011073799803853,2.14475989341736
"PAK",1990,5,-1.49592101573944,10.4863595962524,3.61818599700928,1.36507105827332,-0.0105058001354337,0.0184422004967928,3.50345301628113,6,7.46578216552734,0.0252196006476879,2.08939003944397
"PAN",1969,1,-0.799906611442566,6.12163209915161,1.79769313486232e+308,1.56465005874634,0.00157089997082949,0.0218876004219055,3.8712010383606,10,8.20101642608643,-0.0254234001040459,1.58923995494843
"PAN",1979,2,-0.785358726978302,5.71111917495728,4.98248481750488,1.86268401145935,0.0146799003705382,0.0068504000082612,3.88690996170044,10,8.41989231109619,-0.0641854032874107,1.33500003814697
"PAN",1989,3,-0.744569420814514,1.79208505153656,5.21155881881714,2.08914399147034,0.00176150002516806,0.0244123004376888,4.03371000289917,6,8.48839664459228,0.0232937000691891,0.693149983882904
"PAN",1995,4,-0.290474414825439,2.89233589172363,5.09287214279175,2.12298011779785,0.00254200003109872,0.0151270003989339,4.04427909851074,5,8.6348705291748,-0.00350890005938709,0.832910001277924
"PER",1961,1,1.79769313486232e+308,10.6708202362061,3.55269503593445,1.20776605606079,-0.0103540001437068,0.0343821011483669,4.11087417602539,10,8.12754726409912,-0.104982197284698,1.38628995418549
"PER",1971,2,1.79769313486232e+308,35.9019088745117,3.57620906829834,1.52735996246338,-0.0108800996094942,0.00791069958359003,4.00733280181885,10,8.47136783599854,0.149930402636528,0.336470007896423
"PER",1981,3,1.79769313486232e+308,97.3048095703125,3.57660794258118,1.79508697986603,-0.0285858996212482,-0.0160604007542133,3.89853191375732,5,8.55047512054443,-0.00224540010094643,1.8357800245285
"PER",1986,4,-2.64173603057861,1201.96899414062,3.36736798286438,1.82567799091339,0.00602080021053553,-0.0169654991477728,3.75560307502747,8,8.47017288208008,-0.029925499111414,1.82455003261566
"PER",1994,5,-1.57094204425812,10.1161804199219,3.45565509796143,1.98965394496918,0.0156923998147249,0.0161629002541304,3.8037691116333,6,8.33444881439209,-0.0437204018235207,1.58515000343323
"PHL",1965,1,-1.78325796127319,6.95145082473755,3.57706308364868,1.48726999759674,-0.00638880021870136,0.0179021991789341,3.93808102607727,6,7.70088291168213,0.00469519989565015,1.25276005268097
"PHL",1971,2,-1.12801003456116,16.0196704864502,3.84684705734253,1.78641200065613,-0.00495490012690425,0.0081938998773694,3.89974808692932,14,7.80829620361328,0.0262660998851061,1.28093004226685
"PHL",1985,3,-1.63885498046875,10.8945999145508,4.00518178939819,1.89476704597473,0.00258399988524616,0.0109823998063803,3.83037900924683,6,7.92301082611084,-0.0168494004756212,1.6486599445343
"PHL",1991,4,-1.06377398967743,8.95990180969238,4.36229276657104,2.06394696235657,-0.00229489989578724,0.0216828994452953,3.84588289260864,6,7.98890590667725,0.0219001993536949,1.54755997657776
"PRT",1973,1,-0.292380511760712,18.7403602600098,3.93137693405151,1.01776397228241,-0.0139682004228234,0.0151792000979185,3.70327496528626,7,9.00355529785156,-0.00557309994474053,1.74919998645782
"PRT",1980,2,-0.343449413776398,18.2445507049561,4.18752193450928,1.32945895195007,-0.013090799562633,0.0295710004866123,3.60549807548523,9,9.10980987548828,0.0380726009607315,1.71019005775452
"PRT",1989,3,-0.614296078681946,9.97411727905274,4.19535303115845,1.5908670425415,0.0171575993299484,0.017594100907445,3.48768091201782,5,9.37594890594482,-0.0129933003336191,2.05283999443054
"PRT",1994,4,-0.229328393936157,4.0617299079895,4.21310615539551,1.69927895069122,0.0042200000025332,0.0361382998526096,3.57346892356873,5,9.4639196395874,-0.00839279964566231,1.98786997795105
"PRY",1991,1,-1.51192700862885,15.1632499694824,4.34083986282349,1.80796098709106,0.0483031012117863,0.0114909997209907,3.68235802650452,6,8.5071325302124,-0.170430898666382,1.78339004516602
"ROM",1989,1,-1.84005105495453,129.006195068359,3.90762710571289,1.79769313486232e+308,0.0407242998480797,-0.0405131988227367,3.15188097953796,5,8.58196067810059,-0.0276820007711649,2.30058002471924
"ROM",1994,2,-3.00576591491699,78.2752685546875,4.08586978912354,1.79769313486232e+308,0.00847120024263859,-0.000996600021608174,3.3555018901825,5,8.37939453125,-0.00898700021207333,2.16216993331909
"SEN",1960,1,-1.33834397792816,5.77960205078125,4.16870498657227,0.493476003408432,-0.00110150000546128,-0.00657620001584292,4.02535200119019,31,7.50524997711182,0.00497259991243482,1.0986100435257
"SGP",1973,1,-0.435901701450348,6.13191413879394,1.79769313486232e+308,1.70256400108337,-0.0205307994037867,0.0547554008662701,3.71357202529907,5,8.88334465026856,0.0563542991876602,1.69369995594025
"SGP",1978,2,-0.212453901767731,5.53522682189941,1.79769313486232e+308,1.70456600189209,0.0314007997512817,0.0662622004747391,3.61091804504394,5,9.1571216583252,-0.0757512003183365,1.97546994686127
"SGP",1983,3,0.00432590022683144,1.31646001338959,1.79769313486232e+308,1.8089439868927,-0.010869899764657,0.0388091988861561,3.76792192459106,5,9.48843288421631,0.0556323006749153,1.59670996665955
"SGP",1988,4,-0.0627857968211174,4.17551612854004,1.79769313486232e+308,1.78439903259277,0.005816999822855,0.0516739003360271,3.71357202529907,5,9.68247890472412,-0.046391200274229,1.8748699426651
"SGP",1993,5,0.0757775977253914,1.20993304252625,1.79769313486232e+308,1.90464198589325,0.0110152997076511,0.0379380993545055,3.74265694618225,5,9.9408483505249,-0.0897990986704826,1.64292001724243
"SLE",1968,1,-2.93787002563477,29.392240524292,3.86510491371155,-0.161343097686768,0.00162480003200471,-0.00171009998302907,4.10742521286011,21,7.2044677734375,-0.0438056997954845,1.01522994041443
"SLV",1965,1,-1.57369995117188,5.43954801559448,4.09264087677002,0.77472722530365,-0.00756599986925721,0.0171528998762369,3.97029209136963,12,8.26848602294922,-0.00794249959290028,1.70474994182587
"SLV",1977,2,-1.26755595207214,6.24842214584351,4.0269980430603,1.16283798217773,0.00095860002329573,-0.0248696003109217,3.87949991226196,12,8.47432041168213,-0.0587682984769344,1.60943996906281
"SLV",1989,3,-1.40337800979614,6.85797500610352,3.91488099098206,1.44738900661468,0.00303589995019138,0.0270278993993998,3.89100408554077,6,8.17588520050049,0.0691445991396904,0.90421998500824
"SLV",1995,4,-0.955869913101196,4.69622993469238,4.12652683258057,1.54756200313568,0.0125916004180908,0.0118533996865153,3.90921902656555,5,8.33805274963379,0.0242631006985903,1.31909000873566
"SWE",1963,1,-0.284875601530075,6.6930627822876,3.85739398002624,2.07643699645996,-0.029696699231863,0.0293838996440172,3.66356205940247,12,9.35575199127197,0.0433229990303516,1.48160994052887
"SWE",1975,2,-0.203682094812393,11.028510093689,4.0337381362915,2.18233704566956,0.0344380997121334,0.00845220033079386,3.30720210075378,5,9.70835876464844,-0.0102586997672915,2.00148010253906
"SWE",1980,3,-0.164648801088333,8.92911911010742,4.17035293579102,2.24675488471985,-0.00753859989345074,0.0172547996044159,3.47939205169678,5,9.75061988830566,0.000284300011117011,1.95018994808197
"SWE",1985,4,0.00657420000061393,6.84437322616577,4.13430595397949,2.24675488471985,0.00803119968622923,0.0210357997566462,3.44169902801514,5,9.83689403533936,0.00997439958155155,1.9516099691391
"SWE",1990,5,0.232216700911522,4.58050584793091,4.10279989242554,2.25276398658752,-0.0473065003752708,-0.000870499992743134,3.4818549156189,5,9.94207286834717,0.0520312003791332,2.00148010253906
"SWE",1995,6,-0.0356095992028713,1.48766005039215,4.34139108657837,2.41876697540283,0.0257690995931625,0.0265539009124041,3.24532294273376,5,9.93772029876709,-0.00206890003755689,2.2616400718689
"SYC",1978,1,-1.74140095710754,8.44018173217774,4.93061399459839,1.79769313486232e+308,0.00358429993502796,0.0312485992908478,3.82864093780518,6,8.8276252746582,-0.00761630013585091,1.4768899679184
"THA",1962,1,-1.86981499195099,2.79492092132568,3.57262706756592,1.33605301380157,0.00459720008075237,0.0523657985031605,3.72037792205811,7,7.06713914871216,-0.0634765028953552,2.07944011688232
"THA",1969,2,-1.60899198055267,6.5938777923584,3.64244389533997,1.39252495765686,-0.00351640000008047,0.0340845994651318,3.75255799293518,6,7.43369913101196,-0.0069662001915276,1.63511002063751
"THA",1975,3,-1.0723489522934,7.5075101852417,3.84290289878845,1.39252495765686,0.0160159002989531,0.0548046007752418,3.7314600944519,5,7.63820695877075,0.0193575005978346,1.59330999851227
"THA",1980,4,-0.744957387447357,5.00859212875366,3.91138195991516,1.48794794082642,0.00784709956496954,0.0349414013326168,3.81153893470764,6,7.91223001480102,-0.042501900345087,1.6900999546051
"THA",1986,5,-0.391705989837646,4.91738080978394,4.22459411621094,1.71990501880646,0.0138266002759337,0.0810715034604073,3.8586220741272,6,8.1218786239624,-0.0211252998560667,1.43508005142212
"THA",1992,6,0.235479801893234,5.12663984298706,4.47143983840942,1.80451095104218,-0.0365445986390114,0.0226428005844355,3.9415819644928,6,8.60830783843994,0.0905444025993347,1.30833005905151
"TTO",1971,1,-1.54694604873657,21.5011291503906,4.48503398895264,1.72597599029541,-0.0202459003776312,0.0549189001321793,3.93182611465454,5,8.70746231079102,0.0661128014326096,0.662689983844757
"TTO",1976,2,-1.20959997177124,12.8293600082397,4.46601581573486,1.98224198818207,-0.0199231002479792,0.050432201474905,3.83059597015381,5,8.98205661773682,0.0478616990149021,0.993250012397766
"TTO",1981,3,-0.657948017120361,4.899010181427,4.26204109191894,1.93816602230072,0.00298190000467002,-0.0135735999792814,3.73098111152649,7,9.23421764373779,0.0509536005556583,1.23256003856659
"TUN",1965,1,1.79769313486232e+308,4.4603910446167,3.63600397109985,-0.0661398023366928,0.0375840999186039,0.0429951995611191,3.74478697776794,6,7.68399906158447,-0.0218380000442266,1.74047005176544
